node_1,node_2,topic_name,edge,count
Speedup learning framework,Explanation-Based Learning (EBL),"Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning",contextual proximity,5
Speedup learning framework,Macro-operator learning,"Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning",contextual proximity,5
Speedup learning framework,Problem solving with experience,"Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning",contextual proximity,5
Speedup learning framework,Random problems and their solutions,"Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning",contextual proximity,5
Speedup learning framework,Speedup learning,"Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning",contextual proximity,10
Speedup learning framework,Symbolic integration,"Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning",contextual proximity,5
Symbolic integration,Speedup learning,"Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning",contextual proximity,2
Symbolic integration,Speedup learning framework,"Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning,Accelerating Partial-Order Planners: Some Techniques for Effective   Search Control and Pruning","Illustrates framework with implementation in two domains: symbolic integration and Eight Puzzle,contextual proximity",9
Symmetric networks,Energy minimization,Decision-Theoretic Foundations for Causal Reasoning,"Such networks are frequently investigated for use in optimization, constraint satisfaction and approximation of NP-hard problems.",4
Symmetric networks,Uniform algorithm,"Decision-Theoretic Foundations for Causal Reasoning,Decision-Theoretic Foundations for Causal Reasoning,Decision-Theoretic Foundations for Causal Reasoning",contextual proximity,3
T-R programs,autonomous agents,"Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control",contextual proximity,6
T-R programs,compact circuitry,"Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control","In addition to continuous feedback, T-R programs support parameter binding and recursion. A primary difference between T-R programs and many other circuit-based systems is that the circuitry of T-R programs is more compact;,contextual proximity",7
T-R programs,continuous computation,"Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control",contextual proximity,3
T-R programs,dynamic environments,"Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control",contextual proximity,6
T-R programs,formalism,"Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control",contextual proximity,6
T-R programs,intuitive and easy to write,"Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control","T-R programs are written in a form that is compatible with automatic planning and learning methods. We briefly describe some experimental applications of T-R programs in the control of simulated and actual mobile robots.,contextual proximity",7
T-R programs,run time construction,"Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control","it does not have to anticipate all the contingencies that might arise over all possible runs.,contextual proximity",7
T-R programs,teleo-reactive (T-R) programs,"Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control,Teleo-Reactive Programs for Agent Control",contextual proximity,3
T-complete expansions,T-implication,"Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences",contextual proximity,2
T-complete expansions,inductive learning,"Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences",contextual proximity,3
T-complete expansions,inductive learning systems,"Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences",contextual proximity,2
T-implication,T-complete expansions,"Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences",contextual proximity,2
T-implication,clausal representation of knowledge,"Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences",contextual proximity,2
T-implication,clauses,"Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences",contextual proximity,2
T-implication,expansions,"Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences",contextual proximity,2
T-implication,generalization,"Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences",contextual proximity,2
T-implication,implication,"Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences",contextual proximity,2
T-implication,induction,"Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences",contextual proximity,2
T-implication,inductive learning,"Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences,Well-Founded Semantics for Extended Logic Programs with Dynamic   Preferences","We introduce a stronger form of implication, called T-implication, which is decidable between clauses,contextual proximity",10
